player,team,number,position,height,weight,last_attended,country,birthdate,experience,draft,profile_url,is_active,is_free_agent,is_retired,headshot_url,legacy
Robert Archibald,,34,Forward,6-11,250,Illinois,Scotland,"March 29, 1980",3 Years,2002 R2 Pick 31,https://www.nba.com/player/2425/robert-archibald,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/2425.png,False
Ryan Arcidiacono,,,Guard,6-3,195,Villanova,USA,"March 26, 1994",7 Years,Undrafted,https://www.nba.com/player/1627853/ryan-arcidiacono,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1627853.png,False
Jim Ard,,34,Center,6-9,215,Cincinnati,USA,1948-09-19T00:00:00,4 Years,1970 #6,https://www.nba.com/player/76055/HISTADD-jim-ard,False,False,True,,True
Gilbert Arenas,,10,Guard,6-4,215,Arizona,USA,"January 6, 1982",12 Years,2001 R2 Pick 30,https://www.nba.com/player/2240/gilbert-arenas,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/2240.png,False
Trevor Ariza,,,Forward,6-8,215,UCLA,USA,"June 30, 1985",18 Years,2004 R2 Pick 43,https://www.nba.com/player/2772/trevor-ariza,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/2772.png,False
Paul Arizin,,11,Forward,6-4,190,Villanova,USA,1928-04-09,10 Years,1950,https://www.nba.com/player/76056/HISTADD-paul-arizin,False,False,True,,True
Joe Arlauckas,,53,Forward,6-9,230,Niagara,USA,1965-07-20T00:00:00,1 Years,1987 #74,https://www.nba.com/player/76057/HISTADD-joe-arlauckas,False,False,True,,True
B.J. Armstrong,,11,Guard,6-2,185,Iowa,USA,,,,https://www.nba.com/player/769/b.j.-armstrong,False,False,True,https://cdn.nba.com/headshots/nba/latest/260x190/1630173.png,False
Bob Armstrong,,19,Center,6-8,220,Michigan State,USA,1933-06-17,1 Years,1955,https://www.nba.com/player/76061/HISTADD-bob-armstrong,False,False,True,,True
Brandon Armstrong,,1,Guard,6-5,185,Pepperdine,USA,"June 16, 1980",4 Years,2001 R1 Pick 23,https://www.nba.com/player/2220/brandon-armstrong,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/2220.png,False
Darrell Armstrong,,10,Guard,6-1,180,Fayetteville State,USA,"June 22, 1968",15 Years,Undrafted,https://www.nba.com/player/353/darrell-armstrong,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/353.png,False
Hilton Armstrong,,57,Forward-Center,6-11,235,Connecticut,USA,"November 23, 1984",6 Years,2006 R1 Pick 12,https://www.nba.com/player/200756/hilton-armstrong,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/200756.png,False
Paul Armstrong,,3,Guard,5-11,170,Indiana,USA,1918-11-01T00:00:00,3 Years,Undrafted #Undrafted,https://www.nba.com/player/76060/HISTADD-curly-armstrong,False,False,True,,True
Taran Armstrong,GSW,1,Guard,6-5,190,"Cairns, Australia",Australia,"January 15, 2002",Rookie,Undrafted,https://www.nba.com/player/1642379/tmp-taran-armstrong,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/1642379.png,False
Tate Armstrong,,14,Guard,6-3,175,Duke,USA,1955-10-05T00:00:00,2 Years,1977 #13,https://www.nba.com/player/76059/HISTADD-tate-armstrong,False,False,True,,True
Jesse Arnelle,,15-18,Forward,6-5,220,Penn State,USA,1933-12-30T00:00:00,1 Years,1955 #13,https://www.nba.com/player/76062/HISTADD-jesse-arnelle,False,False,True,,True
Jay Arnette,,21,Guard,6-2,175,Texas,USA,1938-12-19T00:00:00,3 Years,1960 #9,https://www.nba.com/player/76063/HISTADD-jay-arnette,False,False,True,,True
Bob Arnzen,,21-30,Forward,6-5,205,Notre Dame,USA,1947-11-03T00:00:00,1 Years,1969 #103,https://www.nba.com/player/76064/HISTADD-bob-arnzen,False,False,True,,True
Carlos Arroyo,,45,Guard,6-2,200,Florida International,Puerto Rico,"July 30, 1979",10 Years,Undrafted,https://www.nba.com/player/2306/carlos-arroyo,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/2306.png,False
Darrell Arthur,,00,Forward,6-9,235,Kansas,USA,"March 25, 1988",10 Years,2008 R1 Pick 27,https://www.nba.com/player/201589/darrell-arthur,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
John Arthurs,,12,Guard,6-4,185,Tulane,USA,1947-08-15T00:00:00,1 Years,1969 #73,https://www.nba.com/player/76065/HISTADD-john-arthurs,False,False,True,,True
Jamel Artis,,0,Guard,6-7,213,Pittsburgh,USA,,,,https://www.nba.com/player/1628503/jamel-artis,False,False,True,https://cdn.nba.com/headshots/nba/latest/260x190/fallback.png,False
Omer Asik,,3,Center,7-0,255,Fenerbahce,Turkey,"July 4, 1986",9 Years,2008 R2 Pick 36,https://www.nba.com/player/201600/omer-asik,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Vincent Askew,,,Guard,6-6,210,Memphis,USA,"February 28, 1966",9 Years,1987 R2 Pick 39,https://www.nba.com/player/355/vincent-askew,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Keith Askins,,2,Forward-Guard,6-8,215,Alabama,USA,"December 15, 1967",9 Years,Undrafted,https://www.nba.com/player/173/keith-askins,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Don Asmonga,,,Guard,6-2,185,Alliance,USA,1928-02-15T00:00:00,1 Years,Undrafted #Undrafted,https://www.nba.com/player/76068/HISTADD-don-asmonga,False,False,True,,True
Richard Atha,,7,Guard,6-2,190,Indiana State,USA,1931-09-21,2 Years,1953,https://www.nba.com/player/76069/HISTADD-dick-atha,False,False,True,,True
Chucky Atkins,,17,Guard,5-11,185,South Florida,USA,"August 14, 1974",12 Years,Undrafted,https://www.nba.com/player/1088/chucky-atkins,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Alvin Attles,,16,Guard,6-1,175,North Carolina A&T,USA,1936-11-07T00:00:00,11 Years,1960 #39,https://www.nba.com/player/76070/HISTADD-alvin-attles,False,False,True,,True
Chet Aubuchon,,,Guard,5-10,137,Michigan State,USA,1916-05-08T00:00:00,1 Years,Undrafted #Undrafted,https://www.nba.com/player/76071/HISTADD-chet-aubuchon,False,False,True,,True
Stacey Augmon,,2,Forward-Guard,6-8,213,UNLV,USA,"August 1, 1968",16 Years,1991 R1 Pick 9,https://www.nba.com/player/278/stacey-augmon,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
D.J. Augustin,,4,Guard,5-11,183,Texas,USA,,,,https://www.nba.com/player/201571/d.j.-augustin,False,False,True,https://cdn.nba.com/headshots/nba/latest/260x190/1630173.png,False
James Augustine,,40,Forward,6-10,235,Illinois,USA,"February 27, 1984",2 Years,2006 R2 Pick 41,https://www.nba.com/player/200788/james-augustine,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Ike Austin,,,Center,6-10,288,Arizona State,USA,"August 18, 1969",9 Years,1991 R2 Pick 48,https://www.nba.com/player/1134/ike-austin,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
John Austin,,34,Guard,6-0,170,Boston College,USA,1944-08-31T00:00:00,1 Years,1966 #38,https://www.nba.com/player/76073/HISTADD-johnny-austin,False,False,True,,True
Ken Austin,,34,Forward,6-9,205,Rice,USA,1961-07-15T00:00:00,1 Years,1983 #101,https://www.nba.com/player/76074/HISTADD-ken-austin,False,False,True,,True
Deni Avdija,POR,8,Forward,6-9,240,Maccabi Tel Aviv,Israel,"January 3, 2001",4 Years,2020 R1 Pick 9,https://www.nba.com/player/1630166/deni-avdija,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Anthony Avent,,30,Center,6-9,240,Seton Hall,USA,"October 18, 1969",6 Years,1991 R1 Pick 15,https://www.nba.com/player/138/anthony-avent,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
William Averitt,,15,Guard,6-2,170,Pepperdine,USA,1952-07-22T00:00:00,2 Years,1973 #55,https://www.nba.com/player/76076/HISTADD-bird-averitt,False,False,True,,True
William Avery,,30,Guard,6-2,180,Duke,USA,"August 8, 1979",4 Years,1999 R1 Pick 14,https://www.nba.com/player/1895/william-avery,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1895.png,False
Dennis Awtrey,,20,Center,6-10,235,Santa Clara,USA,1948-02-22T00:00:00,12 Years,1970 #46,https://www.nba.com/player/76078/HISTADD-dennis-awtrey,False,False,True,,True
Joel Ayayi,,,Guard,6-4,180,Gonzaga,France,"March 5, 2000",2 Years,Undrafted,https://www.nba.com/player/1630555/joel-ayayi,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630555.png,False
Gustavo Ayon,,,,,,Baloncesto Fuenlabrada,Mexico,"April 1, 1985",3 Years,Undrafted,https://www.nba.com/player/202970/gustavo-ayon,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Jeff Ayres,,19,Forward-Center,6-9,250,Arizona State,USA,"April 29, 1987",7 Years,2009 R2 Pick 31,https://www.nba.com/player/201965/jeff-ayres,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Deandre Ayton,POR,2,Center,7-0,252,Arizona,Bahamas,"July 23, 1998",6 Years,2018 R1 Pick 1,https://www.nba.com/player/1629028/deandre-ayton,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Kelenna Azubuike,,4,Guard,6-5,215,Kentucky,United Kingdom,"December 16, 1983",5 Years,Undrafted,https://www.nba.com/player/101235/kelenna-azubuike,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Udoka Azubuike,,27,Center-Forward,6-11,270,Kansas,Nigeria,"September 17, 1999",5 Years,2020 R1 Pick 27,https://www.nba.com/player/1628962/udoka-azubuike,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Chris Babb,,52,Guard,6-5,225,Iowa State,USA,"February 14, 1990",3 Years,Undrafted,https://www.nba.com/player/203569/chris-babb,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Luke Babbitt,,22,Forward,6-9,225,Nevada,USA,"June 20, 1989",9 Years,2010 R1 Pick 16,https://www.nba.com/player/202337/luke-babbitt,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/202337.png,False
Milos Babic,,00,Center,7-0,240,Tennessee Tech,USA,1968-11-23T00:00:00,2 Years,1990 #50,https://www.nba.com/player/76079/HISTADD-milos-babic,False,False,True,,True
Johnny Bach,,17,Forward,6-2,180,Fordham,USA,1924-07-10,1 Years,1948,https://www.nba.com/player/76080/HISTADD-johnny-bach,False,False,True,,True
Dwayne Bacon,,8,Guard-Forward,6-6,221,Florida State,USA,"August 30, 1995",5 Years,2017 R2 Pick 40,https://www.nba.com/player/1628407/dwayne-bacon,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1628407.png,False
Ibou Badji,,41,Center,7-0,240,FC Barcelona,Senegal,"October 13, 2002",2 Years,Undrafted,https://www.nba.com/player/1630641/ibou-badji,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1630641.png,False
Jim Baechtold,,10,Forward,6-4,205,Eastern Kentucky,USA,1927-12-09T00:00:00,5 Years,1952 #2,https://www.nba.com/player/76081/HISTADD-jim-baechtold,False,False,True,,True
Dalibor Bagaric,,11,Center,7-1,290,Benston Zagreb,Croatia,"July 2, 1980",4 Years,2000 R1 Pick 24,https://www.nba.com/player/2053/dalibor-bagaric,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/2053.png,False
John Bagley,,5,Guard,6-0,185,Boston College,USA,1960-04-23T00:00:00,11 Years,1982 #12,https://www.nba.com/player/76082/HISTADD-john-bagley,False,False,True,,True
Marcus Bagley,,,Forward,6-6,217,Arizona State,USA,"October 23, 2001",Rookie,Undrafted,https://www.nba.com/player/1630542/marcus-bagley,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Marvin Bagley III,MEM,35,Forward,6-10,235,Duke,USA,"March 14, 1999",6 Years,2018 R1 Pick 2,https://www.nba.com/player/1628963/marvin-bagley-iii,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Amari Bailey,,10,Guard,6-3,185,UCLA,USA,"February 17, 2004",2 Years,2023 R2 Pick 41,https://www.nba.com/player/1641735/amari-bailey,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Carl Bailey,,21,Center,7-0,210,Tuskegee,USA,1958-04-23T00:00:00,1 Years,1980 #66,https://www.nba.com/player/76084/HISTADD-carl-bailey,False,False,True,,True
Gus Bailey,,20,Guard,6-5,185,Texas-El Paso,USA,1951-02-18T00:00:00,5 Years,1974 #23,https://www.nba.com/player/76083/HISTADD-gus-bailey,False,False,True,,True
James Bailey,,2,Forward,6-9,220,Rutgers,USA,1957-05-21T00:00:00,9 Years,1979 #6,https://www.nba.com/player/76085/HISTADD-james-bailey,False,False,True,,True
Thurl Bailey,,41,Forward,6-11,247,North Carolina State,USA,"April 7, 1961",12 Years,1983 R1 Pick 7,https://www.nba.com/player/1847/thurl-bailey,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1847.png,False
Toby Bailey,,11,Guard,6-6,213,UCLA,USA,"November 19, 1975",3 Years,1998 R2 Pick 45,https://www.nba.com/player/1753/toby-bailey,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1753.png,False
Cameron Bairstow,,41,Forward-Center,6-9,250,New Mexico,Australia,"December 7, 1990",3 Years,2014 R2 Pick 49,https://www.nba.com/player/203946/cameron-bairstow,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/203946.png,False
Mark Baker,,,Guard,6-1,175,Ohio State,USA,"November 11, 1969",1 Year,Undrafted,https://www.nba.com/player/1858/mark-baker,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1858.png,False
Maurice Baker,,,Guard,6-2,200,Oklahoma State,USA,"July 28, 1979",2 Years,Undrafted,https://www.nba.com/player/2486/maurice-baker,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/2486.png,False
Norm Baker,,,Guard,6-0,180,Victoria,Canada,1923-02-17T00:00:00,1 Years,Undrafted #Undrafted,https://www.nba.com/player/76089/HISTADD-norm-baker,False,False,True,,True
Ron Baker,,,Guard,6-4,220,Wichita State,USA,"March 30, 1993",3 Years,Undrafted,https://www.nba.com/player/1627758/ron-baker,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1627758.png,False
Vin Baker,,34,Forward,6-11,240,Hartford,USA,"November 23, 1971",13 Years,1993 R1 Pick 8,https://www.nba.com/player/452/vin-baker,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/452.png,False
Wade Baldwin IV,,,Guard,6-4,200,Vanderbilt,USA,,,,https://www.nba.com/player/1627735/wade-baldwin iv,False,False,True,https://cdn.nba.com/headshots/nba/latest/260x190/1630173.png,False
Patrick Baldwin Jr.,LAC,23,Forward,6-9,220,Wisconsin-Milwaukee,USA,"November 18, 2002",2 Years,2022 R1 Pick 28,https://www.nba.com/player/1631116/patrick-baldwin-jr,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Renaldo Balkman,,,Forward,6-8,225,South Carolina,USA,"July 14, 1984",7 Years,2006 R1 Pick 20,https://www.nba.com/player/200764/renaldo-balkman,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/200764.png,False
Cedric Ball,,44,Forward,6-8,210,North Carolina-Charlotte,USA,1968-04-16T00:00:00,1 Years,Undrafted #Undrafted,https://www.nba.com/player/76090/HISTADD-cedric-ball,False,False,True,,True
LaMelo Ball,CHA,1,Guard,6-7,180,Illawarra,USA,"August 22, 2001",4 Years,2020 R1 Pick 3,https://www.nba.com/player/1630163/lamelo-ball,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Lonzo Ball,CHI,2,Guard,6-6,190,UCLA,USA,"October 27, 1997",5 Years,2017 R1 Pick 2,https://www.nba.com/player/1628366/lonzo-ball,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Greg Ballard,,42,Forward,6-7,215,Oregon,USA,1955-01-29T00:00:00,11 Years,1977 #4,https://www.nba.com/player/76091/HISTADD-greg-ballard,False,False,True,,True
Herschel Baltimore,,,Forward,6-4,195,Penn State,USA,1921-06-21T00:00:00,1 Years,Undrafted #Undrafted,https://www.nba.com/player/76092/HISTADD-herk-baltimore,False,False,True,,True
Mo Bamba,,,Center,7-0,231,Texas,USA,"May 12, 1998",6 Years,2018 R1 Pick 6,https://www.nba.com/player/1628964/mohamed-bamba,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Paolo Banchero,ORL,5,Forward,6-10,250,Duke,USA,"November 12, 2002",2 Years,2022 R1 Pick 1,https://www.nba.com/player/1631094/paolo-banchero,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Desmond Bane,MEM,22,Guard,6-5,215,TCU,USA,"June 25, 1998",4 Years,2020 R1 Pick 30,https://www.nba.com/player/1630217/desmond-bane,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Gene Banks,,20,Forward,6-7,215,Duke,USA,1959-05-15T00:00:00,6 Years,1981 #28,https://www.nba.com/player/76093/HISTADD-gene-banks,False,False,True,,True
Marcus Banks,,15,Guard,6-2,205,UNLV,USA,"November 19, 1981",9 Years,2003 R1 Pick 13,https://www.nba.com/player/2556/marcus-banks,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/2556.png,False
Ken Bannister,,51,Forward,6-9,235,St. Augustine's,USA,1960-04-01T00:00:00,5 Years,1984 #156,https://www.nba.com/player/76094/HISTADD-ken-bannister,False,False,True,,True
Mike Bantom,,42,Forward,6-9,200,St. Joseph's (PA),USA,1951-12-03T00:00:00,9 Years,1973 #8,https://www.nba.com/player/76095/HISTADD-mike-bantom,False,False,True,,True
Dalano Banton,POR,5,Forward,6-8,203,Nebraska,Canada,"November 7, 1999",3 Years,2021 R2 Pick 46,https://www.nba.com/player/1630625/dalano-banton,True,False,False,https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png,False
Cat Barber,,,Guard,6-1,173,North Carolina State,USA,"July 25, 1994",1 Year,2016,https://www.nba.com/player/1627760/cat-barber,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/1627760.png,False
John Barber,,25,Forward,6-6,210,California State-Los Angeles,USA,1927-06-27,1 Years,1956,https://www.nba.com/player/76096/HISTADD-john-barber,False,False,True,,True
Leandro Barbosa,,19,Guard,6-3,194,Bauru,Brazil,"November 28, 1982",15 Years,2003 R1 Pick 28,https://www.nba.com/player/2571/leandro-barbosa,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/2571.png,False
Stephen Bardo,,25,Guard,6-5,190,Illinois,USA,1968-04-05T00:00:00,3 Years,1990 #41,https://www.nba.com/player/76097/HISTADD-stephen-bardo,False,False,True,,True
J.J. Barea,,5,Guard,5-10,180,Northeastern,Puerto Rico,,,,https://www.nba.com/player/200826/j.j.-barea,False,False,True,https://cdn.nba.com/headshots/nba/latest/260x190/1630173.png,False
Andrea Bargnani,,,Center-Forward,7-0,245,Benetton Treviso,Italy,"October 26, 1985",10 Years,2006 R1 Pick 1,https://www.nba.com/player/200745/andrea-bargnani,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/200745.png,False
Cliff Barker,,,Guard,6-2,185,Kentucky,USA,1921-01-15,3 Years,1949,https://www.nba.com/player/76098/HISTADD-cliff-barker,False,False,True,,True
Tom Barker,,6,Center,6-11,225,Hawaii,USA,1955-03-11T00:00:00,2 Years,1976 #53,https://www.nba.com/player/76099/HISTADD-tom-barker,False,False,True,,True
Charles Barkley,,34,Forward,6-6,252,Auburn,USA,"February 20, 1963",16 Years,1984 R1 Pick 5,https://www.nba.com/player/787/charles-barkley,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/787.png,False
Erick Barkley,,1,Guard,6-1,185,St. John's (NY),USA,"February 21, 1978",3 Years,2000 R1 Pick 28,https://www.nba.com/player/2057/erick-barkley,False,False,True,https://cdn.nba.com/headshots/nba/latest/1040x760/2057.png,False
Don Barksdale,,17,Forward,6-6,200,UCLA,USA,1923-03-31T00:00:00,4 Years,Undrafted #Undrafted,https://www.nba.com/player/76102/HISTADD-don-barksdale,False,False,True,,True
